claim_id,status,registered_statement,registered_scope,evidence_grade
E993-R28-SDR-THRESHOLD-EQUIVALENCE,VERIFIED,"For a finite simple graph G and k, with slots the multiset of deg v − 2 copies of each branch vertex v and leaves L: an injection f from the slots to L with c_{f(s)}(k) ≥ c_{v(s)}(k) on every slot exists iff for every t ∈ ℕ (including t = 0): Σ_{v∈Br : c_v(k) ≥ t}(deg v − 2) ≤ #{ℓ ∈ L : c_ℓ(k) ≥ t}. On a finite TREE the t = 0 row holds automatically (the slot count |L| − 2 ≤ |L|), so t ≥ 1 suffices there. Proof: the threshold bipartite graph has nested neighbourhoods, so Hall's condition reduces to the threshold family (Hall via Mathlib), or directly by sort-and-pair (T2's Lemma SAP).","An equivalence per (G, k); never evidence for either side. On general graphs the quantifier must include t = 0 (K_4 and the diamond at k = 2, K_{2,3} at k = 3 fail with t ≥ 1 alone — SR-PP PP-3). After the refutation it says T22's threshold failure is exactly a matching failure. Lean: sdr_iff_threshold (graph-general, all t) and sdr_iff_threshold_pos_of_tree (trees, t ≥ 1) in award C1-LA3 (runs/lean-2026-09-25-c1-la3-forest-composition-and-hall). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",formally_verified
E993-R28-HS-LOCAL-MECHANISMS,REFUTED,"Five local mechanisms proposed for proving (HS) are FALSE, each with an order-minimal, unique-at-its-order witness: (M1) monotonicity of c along a pendant path anchored at a branch vertex — S(3,1,1), k = 3 (c_1 = 3 > c_2 = 1); (M2) branch-vertex self-sufficiency (every branch vertex has ≥ deg − 2 own pendant leaves) — order 10, the starved hub; (M3) interior-vs-extremal dominance (c_v ≤ c_w for w a leaf of the branch tree, v interior) — order 8; (M4) 'one dominating leaf per own direction' / serving a deficient branch vertex from each own branch direction — order 12, k = 6; (M5) the branch-vs-leaf pointwise form (PW) c_v(k) ≤ c_ℓ(k) for every branch v and leaf ℓ — order 9, k = 5 (c_0 = 2 > c_8 = 1) (the r27 order-5 witness compares two leaves: erratum R28-E-b).","A refuted-mechanisms record; each witness verified by hand (SR-PP). Minimality proved for M1–M3, computational for M4–M5. Anchoring matters for M1: with an arbitrary anchor it already fails on P_3 at k = 2. Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",explicit_exact_finite_counterexample
E993-R28-LEAF-SLOT-DOMINANCE-BRANCH-TREE-MAX-DEGREE-LE-2,VERIFIED,"Theorem BTP. For every finite tree T whose branch tree (the tree on the branch vertices obtained by suppressing degree-2 vertices; trivial when Br has ≤ 1 vertex) has maximum degree ≤ 2 — i.e. no branch vertex has three or more branch-tree neighbours (b(v) ≤ 2) — and every k and every t (including t = 0): Σ_{v∈Br : c_v(k) ≥ t}(deg v − 2) ≤ #{ℓ ∈ L : c_ℓ(k) ≥ t}, and the own-leaves map is an SDR. Proof: each branch vertex has deg v − b(v) ≥ deg v − 2 own pendant leaves (acyclicity); own-leaf sets of distinct branch vertices are disjoint; by the pendant-path leaf dominance lemma every own leaf ℓ of v has c_ℓ(k) ≥ c_v(k); assign the slots of v to distinct own leaves. The class contains all paths, stars, spiders, caterpillars, brooms and double brooms (65,512 of the 81,136 trees of orders 2–17).","SHARP in the branch-degree parameter: for every D ≥ 3 the tree R(D,2) has branch tree K_{1,D} and fails (HS) (D = 3: T22). Needs neither Hall nor the slot count nor the surplus identity nor connectivity beyond acyclicity. Composed with the reduction E993-R28-DOMINANCE-IMPLIES-DEGREE-LEMMA it gives a SECOND proof of the degree lemma (DL) on this class by a matching argument — registered as a scope note on E993-R27-FOREST-DEGREE-LEMMA (an alias distinction), never a (DL) key; (DL) on all forests remains proved only by r27's injection. Lean: award C1-LA5 (runs/lean-2026-09-25-c1-la5-btp-second-proof-on-class). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",formally_verified
E993-R28-DOMINANCE-IMPLIES-DEGREE-LEMMA,VERIFIED,"(LC) For every finite simple graph G and every k: if for every t ≥ 1, Σ_{v∈Br : c_v(k) ≥ t}(deg v − 2) ≤ #{ℓ ∈ L : c_ℓ(k) ≥ t}, then D_k(G) ≤ 2k·i_k(G). Proof: layer-cake (Σ_{v∈Br}(deg v − 2)·c_v(k) = Σ_{t≥1} slots_{≥t}, Σ_L c_ℓ(k) = Σ_{t≥1} leaves_{≥t}) and the weight identity 2k·i_k − D_k = Σ_v (2 − deg v)·c_v(k) = Σ_L c_ℓ + 2Σ_{deg 0} c_v − Σ_{Br}(deg v − 2)c_v (degree-0 vertices add slack, degree-2 contribute 0). The contract's tree form (hypothesis over all t, hT : IsTree present and unused) is the terminal declaration; the graph-general t ≥ 1 form is its scope declaration (erratum R28-E-a: on non-trees the t = 0 row is an extra condition, witness K_4 − e at k = 2).","Not a proof of (DL) and not a second proof of (DL): its hypothesis FAILS at (T22, 11) and (T22, 12). No composition with tree_leaf_slot_dominance. With Theorem BTP it yields a second proof of (DL) on the max-branch-degree-≤2 class only. Companion formal content (scope note on E993-R27-TREE-LEAF-BRANCH-REFORMULATION-ORDER-GE-2, never a new key): the r27 reformulation in full — the weight identity on any finite graph, the exact leaf/branch identity with the 2Σ_{deg 0} term, and for trees with n ≥ 2 the identity, the biconditional and the slot count in ℤ — formalized by C-U1-T and C-U1-F. Lean: Erdos993G1.dominance_implies_degree_lemma (award C1-LA2, runs/lean-2026-09-25-c1-la2-layer-cake-reduction). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",formally_verified
E993-R28-FOREST-DEGREE-LEMMA-FROM-TREES,VERIFIED,"(FC) For every finite forest G (G.IsAcyclic) and every k: if every finite tree T (on any finite carrier) satisfies D_a(T) ≤ 2a·i_a(T) for every a ≤ k, then D_k(G) ≤ 2k·i_k(G). Via the two-piece separated-union convolutions i_k(A ∪ B) = Σ_{a+b=k} i_a(A) i_b(B), D_k(A ∪ B) = Σ_{a+b=k}[D_a(A) i_b(B) + i_a(A) D_b(B)] (Finset-relative, ambient degree), peeling one connected component at a time (component supports are adjacency-closed), the bridge to induced subgraphs, and 'components of an acyclic graph are trees' (the only use of acyclicity).","The formal consequence clause of E993-R27-POTENTIAL-SEPARATED-UNION-CONVOLUTION (scope note there). Erratum R28-E-c: the hypothesis MUST hold at every a ≤ k — at a single k it does not compose (K_4 ⊔ K_4 at k = 2: components 0 ≤ 0, union 96 > 64); SOLUTION-CONTRACT §2's single-k form is withdrawn. Scope declarations: degree_lemma_of_components (any finite graph, no acyclicity), forest_degree_lemma_of_components_allk (hG unused). NEVER composed with r27's forest_degree_lemma to present a 'second proof' of (DL). Lean: Erdos993G1.forest_degree_lemma_of_tree_degree_lemma (award C1-LA3, runs/lean-2026-09-25-c1-la3-forest-composition-and-hall). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",formally_verified
E993-FOREST-RANK6-DESCENT-MAXIMUM-CENSUS24,VERIFIED,"For every finite ordinary forest G, Delta_6(G)<0 implies |V(G)|<=22, and P22 attains this bound: i_6=12376, i_7=11440, Delta_6=-936. Equivalently M(6)=22.","All finite ordinary forests including disconnected forests and isolates. Global scope follows from the formally verified r27 n<=4k bound at k=6 plus the complete census of orders 0..24 (146271594 forest classes including empty). Exactly 4764 classes at order 22 have Delta_6<0; none at orders 23 or 24. Evidence grade remains bounded_computation; the formal ceiling does not make the census a Lean theorem. Together with the earlier M(0..5) row, XR occupancy at r=7 is 22 (a corollary, not a second award). No no-recovery, aggregate, unimodality or rank>=7 conclusion.",bounded_computation
E993-FOREST-KADDITION-CLOSURE-X-LE-6,VERIFIED,"For every finite ordinary forest G with first strict descent x(G)<=6, x(G disjoint union K1)<=x(G)+1.","No order cap in the statement. The formal n<=4x ceiling confines all eligible forests to order<=24; the frozen complete order-24 census directly checks the first strict descent after K1 addition on all 2176760 eligible forest classes, with zero failures. Coefficients are zero-extended and plateaus are not descents; empty forest x=0 maps to K1 with x=1. The identity Delta_j(G+K1)=i_(j+1)(G)-i_(j-1)(G) is tested through j=7. Grade proved_informal with a named exhaustive census input, never formally_verified. No result for x>=7. The REFUTED universal disjoint-union upper-additivity claim remains REFUTED; its witness K1,3 and P4 does not concern the proper K1 subfamily. No aggregate or unimodality award.",proved_informal
E993-LOWER-REGION-ORDINARY-FAVORABLE-LEAF-AGGREGATE,OPEN,"For every finite ordinary tree T with a=alpha(T), first strict descent x(T) of its integer zero-extended independence counts, and natural p satisfying x(T)+2<=p and 3p<2a+1, the complete sum over original leaves v with Delta_p(T-v)<0 of Delta_(p-1)(T-{v,s_v})-Delta_(p-1)(T-N_T[s_v]) is nonpositive.",Connected acyclic finite simple graphs; original leaves are distinct tags even when supports coincide; original supports and original closed neighborhoods; empty selected set has sum zero; no residual hypothesis; no governed RTree transport.,open
E993-BIPARTITE-TAGGED-INCIDENCE-DEFICIT-IDENTITY,OPEN,"For every finite bipartite graph H, vertex subset W, integer h>=alpha(H), and 1<=k<=h, let q_j count independent j-sets meeting W, e(A) count actual addable vertices for a tagged independent k-set A, D=sum_A(2(h-k)-e(A)), and C count independent (k+1)-sets meeting W in at least two vertices once each. Then k*q_(k+1)+C=2(h-k)*q_k-D, with D,C>=0.","Exact marked extension accounting with separately defined nonnegative deficits. It strictly refines the inequality-only E993-BIPARTITE-TAGGED-SHADOW-BOUND; it is not an alias of that bound, unmarked extension double-counting, or root-corrected degree lemmas.",open
E993-MARKED-ISOLATE-ORDER-BAND,VERIFIED,"For every finite simple graph G on m vertices, every W containing all isolated vertices of G, and every natural k>=2 with m<=2k+1, the number of independent (k+1)-sets meeting W is at most the number of independent k-sets meeting W.","Arbitrary finite simple graphs, not necessarily forests or bipartite; W is a vertex subset containing every isolate. Rank and order guards are essential. Generic marked counts, no selector, residual class or first-descent hypothesis.",formally_verified
E993-ORDINARY-LEAF-ORDER-BAND,VERIFIED,"For every finite ordinary tree T, every original leaf v with original support s, and every natural p>=3 with |V(T)|<=2p+1, Delta_(p-1)(T-{v,s})-Delta_(p-1)(T-N_T[s])<=0.","Original tree and original neighborhoods; integer zero-extended counts. A restricted order-band pointwise claim. It implies the complete favorable-leaf sum on this order band only. No transfer to the unrestricted pointwise beta claim, which remains REFUTED, or to the all-rank aggregate.",formally_verified
E993-LOWER-REGION-FIRST-ORDER-SHELL,VERIFIED,"For every finite ordinary tree T with a=alpha(T), first strict descent x(T), and natural p satisfying x(T)+2<=p, 3p<2a+1, and |V(T)|=2p+2, the complete favorable-original-leaf aggregate is nonpositive.","First remaining order shell of the registered lower-region target. Distinct from ordinary G1 residual order bands: here the bound concerns |T| and the full fixed favorable-leaf sum, not a residual forest or a pointwise summand.",formally_verified
E993-R29-BIPARTITE-HIGH-TAIL-AGGREGATE,VERIFIED,"(HTA) For every finite bipartite simple graph G and every integer p ≥ 1 with 3p ≥ 2α(G) + 1: the favorable-leaf aggregate S(G, p) = Σ_{v original leaf, Δ_p(G − v) < 0} [Δ_{p−1}(G − {v, s_v}) − Δ_{p−1}(G − N_G[s_v])] ≤ 0 (C5LA1.aggregate G p ≤ 0; original strict selector; one tag per original leaf; integer zero-extended counts). No eligibility, residual or connectivity hypothesis.","Every finite bipartite graph, hence every tree and forest; the whole high-tail region 3p ≥ 2α + 1 at every rank. Consequence for E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE (OPEN): closed for every eligible rank in that region; the open remainder is exactly x(T) + 2 ≤ p ≤ ⌊2α(T)/3⌋. Proof: Finset.sum_nonpos over E993-BIPARTITE-LEAF-HIGH-TAIL-POINTWISE. Kernel-checked as a companion lemma inside C1-LA2's source where that award closed, but not bound as a separate certificate — grade proved_informal; a standalone award passes to a successor (same carry; body ready). Fence SOLUTION-CONTRACT §3.1: a statement about independent-set counts on finite bipartite graphs/trees; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG (governed RTree), or Erdős #993. §3.2 the first-interior award and r26's residual award are unchanged. §3.3 nothing about the lower region 3p < 2α+1 (Codex/Astra's). §3.4 not an alias of the REFUTED E993-BETA-TARGET / E993-BETA-AGG-SUPPORT / E993-C3-G1-POINTWISE-ADDABILITY-BOUND. §3.5 no census value, root correction or Hall/SDR step. §3.8 each award is its own certificate.",proved_informal
E993-R29-TOP-RANK-NONRESIDUAL-AGGREGATE,VERIFIED,"(TRN) For every finite ordinary tree T with p = α(T) − 1: if x(T) + 2 ≤ p (x the first STRICT descent, C5LA1.crossingIndex; ℕ hypothesis crossingIndex + 2 ≤ indepNum − 1, equivalent to the integer one for every α) then S(T, p) = Σ_{v ∈ F_p(T)} [Δ_{p−1}(T − {v, s_v}) − Δ_{p−1}(T − N_T[s_v])] ≤ 0 (C5LA1.aggregate T (indepNum − 1) ≤ 0). NO residual hypothesis. Proof: the ℕ hypothesis forces α ≥ 3; Δ₀ = n − 1 ≥ 0 gives x ≥ 1, so α ≥ 4 and p = α − 1 ≥ 3; 3(α − 1) ≥ 2α + 1 ⟺ α ≥ 4; apply (HTA) with bipartiteness from IsTree.","Literal ordinary-tree statement at the top rank p = α − 1 with the eligibility hypothesis alone. Relations: strictly_weaker_hypotheses_than E993-R26-TOP-RANK-RESIDUAL-SIGN (same conclusion and rank; hAlpha : 2 ≤ α and the residual condition (★) DROPPED; a different mechanism — tagged shadow, not the (RI)/(RC) budget); one_rank_of E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE (OPEN; one rank closed, not the key). Eligible trees have α ≥ 5 (no eligible tree — indeed no eligible bipartite graph — has α ≤ 4; on non-bipartite graphs α = 4 is attained: K_3 ∨ 4K_1), so the guard 3p ≥ 2α + 1 holds strictly on this domain; the smallest eligible trees have order 7 (four eligible trees at order 7, exactly three at the minimum α = 5 with S = −12, −14, −16; the fourth is K_{1,6} with α = 6) (SR-TRN SR-6, repaired wording). The conclusion holds on every finite bipartite graph, hence on every forest, under the same ℕ hypothesis (connectivity unused; IsAcyclic.isBipartite) — this bipartite/forest clause is graded proved_informal SEPARATELY (not kernel-checked; the terminal theorem is stated on trees) and asserts no strict inequality (S = 0 occurs, e.g. the edgeless graph on 6 vertices is eligible) (SR-TRN SR-7, repaired). Top-rank eligibility forces α ≥ 4 on every finite simple graph, with no Nonempty hypothesis (SR-TRN SR-5). At p = α − 1 every leaf of a tree with α ≥ 2 is favorable (r24 C4LA1.topRankSelectorCollapse, a published Lean award without a claim identity), so this is a full-leaf sum. Excluded: any strict inequality (E993-R26-TOP-RANK-RESIDUAL-SIGN-STRICT untouched; the census maximum S = −12 to order 16 is bounded_computation only); any other rank; any widening of r26; E993-R26-TOP-RANK-N2-LE-M (REFUTED) is unused. Fence SOLUTION-CONTRACT §3.1: a statement about independent-set counts on finite bipartite graphs/trees; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG (governed RTree), or Erdős #993. §3.2 the first-interior award and r26's residual award are unchanged. §3.3 nothing about the lower region 3p < 2α+1 (Codex/Astra's). §3.4 not an alias of the REFUTED E993-BETA-TARGET / E993-BETA-AGG-SUPPORT / E993-C3-G1-POINTWISE-ADDABILITY-BOUND. §3.5 no census value, root correction or Hall/SDR step. §3.8 each award is its own certificate.",formally_verified
